,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532173,-1.6257996059972926,1.0481524637880484,0.9356890228558123,-0.9173971911208489,1.0277828016346386,-0.8315387568468169,-1.4712378392212695,0.5151837567101307,0.44949780610586093,-1.2428653296897763,-0.1697715417389833,-0.8593278959332594,-0.2631050601728706,1.3611262092671093,-0.655417805205959,0.8885248839463569,0.09972378231787007,-0.4706070616460215,0.012551823372855542,0.19236575834511807,0.19905456065958876,-0.5028907362905388,0.22833715281575176,-0.3527442885183311,3
1,-4.356073800672306,-0.06828908459610913,2.0161738789592554,1.5167825598014273,0.4188641500881856,-0.5825346369820084,-1.7148938853698765,0.026680837075251786,0.9852777261265758,0.8307246040106107,-1.7235565666115473,1.1714812044902814,0.2655749883632985,0.27642533124811264,0.13361474257891282,-0.1576636362619299,0.5058845381894674,-0.3591341959211386,0.4208030464385135,-0.929058016324811,-0.49504058408099216,0.3060185486383528,-0.888367129495457,-0.2372359858623606,-0.71004247084808,3
2,-4.243180593897787,2.560961621101434,4.363071909949571,-0.18253227544735456,-1.773879994132342,-0.36287313879929084,-0.4315275679412646,1.3080317997112523,0.4497808964476477,1.9575299671388113,0.1893549597981759,2.29006910379335,-1.197807588810399,0.13115984063524708,0.786888941595973,-1.2679364705251368,-0.624627608492727,0.5046827453754029,0.5591949379479837,0.08161800299331382,-0.2560915179478388,-0.24287228736992222,-0.43472444005324073,-0.3567238250732774,0.6469960383195568,4
3,3.0137484824404592,0.7259831169811181,2.3266720730715256,3.2881827864453728,2.3095736025669247,1.9099851671963446,1.0831191552110475,-0.22678647572421182,-0.11298768769645817,-0.19113155606157956,-0.13919677632124694,-1.4086158340271646,-0.384019900964162,1.151002616643433,0.5049615044176771,1.5581036815899334,-0.27350099218645874,0.8912814596989401,-1.5335828820389712,0.7000661880153367,0.11340176353335395,-0.1864384826977033,-0.5660170999849327,-0.06606873024934337,-0.5000483553247201,3
4,-4.246564872071769,5.966600449714762,-0.2463020573489146,0.7899785226475772,2.0967612555031776,-1.712339366587856,0.7690247723746896,-0.5169497160801214,0.7885774242556319,1.1256382610100586,-1.6424601310549873,0.1428276962874178,-0.727865043541211,-0.05162604892069548,-1.50951592858171,0.6522736700913051,0.6141788039500209,-0.295792847539604,0.9704685562330173,-1.1799837743718466,0.7938592310678579,-0.10704606740134694,-0.21816737377284304,0.45697289805369773,-0.14789420816694332,3
5,-3.3372510087890235,-1.7363754334268007,1.0909281202988208,-0.37378950393032256,-1.4838690322599721,-0.5640975174225766,-1.7118322330668934,1.177629447566187,0.2760563117432727,1.3307524663797452,2.0130721316483973,1.679298416089869,1.543133422860139,0.10692917646757512,1.1925520596630037,0.6094781185388338,0.32291027230970404,-0.060244851084946295,-0.6781069783719126,1.150712102733079,0.32561146833414684,-0.25041691295486,-0.3082205314315242,0.41104549075061575,-0.09073593361741017,4
6,-0.34280111047220524,4.416655794839522,-1.326934864136175,1.2799355562059858,-0.582801701831037,-0.0816767456163455,-0.8570998142443064,-0.5981980664046836,0.937943649583732,0.3112662984278996,-1.1253899957987743,1.3321507355826283,-0.4790621084845919,-0.3893377717565961,-1.7873726922709776,-0.5291513320179396,0.4890406199325442,-0.2584317224537564,0.8835046382509417,-0.7605468075424734,0.6604433014666169,0.09113044461021752,-0.3546100959846311,0.4312595060595583,-0.21099707709516266,3
7,-3.2840983805968014,3.988751700449777,0.05900996699948761,-0.7409361204629118,-1.7106819493696535,-2.741404144933309,0.5668557439104739,-1.46758479548528,-0.9256534439597675,-1.0324167444944978,1.5705815935034013,0.6504429673448485,0.8048971414545122,-0.19115177459430246,0.4911385663485909,-0.10986645700828308,-0.9949815396623566,1.6421098015832774,-0.24795161171659014,-0.6344971087062834,0.13821034493205725,0.26042259462460593,0.23486080363239958,-1.1087886991645322,0.36236775703525614,3
8,-3.1340831093564816,6.285827528876239,0.4151201168911668,-0.8524232283818427,-0.2054384260834127,-1.3144941459084323,1.8319538591093327,1.5641070963637866,-1.6649931352492013,0.5661516853549473,-0.628340041771878,0.4996170242135819,-0.06452968886227796,0.4353703498682767,1.1202511536948319,-0.8775412595263338,-0.2115746601757769,-1.4588475048671972,0.8073654781438332,1.473104164208531,0.6582076331931254,-0.7957829621579555,0.7759621129459197,-0.15199651985027748,-0.24284074179315854,3
9,-3.297545995820334,1.7473883679807536,-1.4383459893766883,-1.1794552286466482,1.1492139808723143,0.04445594166939662,-2.1195818068936463,-0.5466358888723722,0.21021791947607182,-1.3555310609990503,1.276337612797137,-0.036878426882151163,-0.002898060225308783,-0.008954432479214387,0.4662378466376305,-0.111518341265702,-1.0419659987513072,-0.6721838274577078,-0.7561794862356518,-0.1894296357298262,0.2659401120608344,0.07939552040479746,0.6698369065117318,-0.4287239680615778,0.42130169906598414,3
10,-3.396978029279955,-0.551347554674259,-0.43579087569186575,-0.317120398772506,0.8596750745359113,-0.20599788992167145,1.2417355645757246,-0.7499278812416957,0.7803875323180962,0.058928401671745435,-0.16948978397551723,0.09733872699402753,1.920462342973239,-0.24371369611448973,0.4554050798721331,0.5883680336615088,-0.7451523697842276,1.1093013848603333,2.180666764435953,-0.12074919829169654,-0.07430579245034041,0.4291942969086739,-0.3098811607610949,0.39538803496544367,-0.15816926937850578,3
11,-4.079364482894809,6.983723658548218,2.5740564929906777,0.1042761986153116,-0.4315848727830559,0.623772430864832,-1.825979984461585,-1.1456654611596455,-0.3960391548026976,0.8528941815678751,-0.7900551459610498,0.07829623879349698,-0.31871446642043105,0.7093071418207618,0.9134938807154624,0.9900783600754449,0.6681705183650186,0.06256969707165007,-0.18601762266986166,1.1415579621339194,-0.03860997955330607,2.382166092543746,-0.3502755509255793,-1.247804047630072,-0.18470411744065027,3
12,-4.299343598327283,4.307220803132794,1.2240667600743647,0.8851838707160424,-1.324926684312059,0.35717678764233146,1.9676939454176996,-0.5857999076902782,3.2714150944538076,1.0206682132956713,0.18052637697926643,0.21014849042003275,-1.2504010251008362,-2.2638059843462615,-0.8756044938582659,1.6547002876298427,0.14396468457303732,0.22215850886372165,-1.4968645513320407,0.2746058178980831,0.09504167139871866,0.06402167299535189,-0.4571380742753947,0.20187700129784553,-0.22186102597442423,4
13,-0.6452672636125275,-1.7612996829194927,-2.7768614807392322,-1.2621031255399278,0.43431085890693,-0.41571262527477915,-0.9544025073773922,-0.13644959965574058,0.10782586449710996,-1.1798266203311978,-0.746128797220525,-0.3700887789636029,-0.7862314063784258,-1.688054727978918,0.24795424637427357,0.018351633653382302,-0.012238962610360902,-0.3075391976466877,-0.25189551449166725,-0.2561209765226691,0.1689950436589021,-0.03053376142195154,-0.27606437912332665,0.4418132721828208,-0.07639601388536882,3
14,-3.2496346331137613,3.4117578117955505,-1.3769119380415245,0.061421423345405235,-0.7467058047035746,-0.4072350109233485,-0.07886900255017056,-1.1294687005852442,1.39566985849928,0.38588084859653893,-1.3018779547307087,-0.3349603437873703,0.7037605543755868,0.08919095126066771,-0.16530630052315268,1.359825504544767,0.6181674514454725,-1.1570300290473188,0.6526168242920886,-0.25527027014519044,0.24926207377026915,-0.006390282187906852,-0.2963005006324741,-0.5686764941652452,0.7294445819579096,3
15,-3.340552405024446,0.4607390846029002,-0.39221779478123586,-0.36743680677823853,0.1558311297359157,-1.3567847223917289,-0.15510932205417352,-1.4105951875419152,-0.02761877694513716,-0.15100728948151595,-0.5984625659389742,-1.540578987640858,-0.6401209000928473,0.07403160511799449,-1.0954551102577552,0.7781048135168144,-0.3312470180318191,-0.32109730297716477,-0.5672500583830727,-0.1575747078594354,-0.27193636421743195,0.6470004592771159,0.6801254567752473,0.25063273213466214,-0.14933431577190723,3
16,5.088369062944451,5.926220116603475,-0.00424903841195074,4.189230278599004,-1.223149009504417,-0.47580690337774756,0.8064241019995929,-0.518615209006358,-0.2177846882682061,-0.45138531888874206,0.7505307734938579,0.10691136629369488,0.5960419219981596,1.0988282141357,-0.7807042237644883,-0.8817677648066717,1.7249845192490953,-0.2354947262641803,-0.6851471516705028,1.1182261901655812,0.04279341797991796,0.6742594012309776,0.5036851421435788,0.20515102528807683,-0.17710038185682694,3
